unid,var,nameADR,qdtADR,ccodeADR,classADR,labelADR,pgADR,lqADR,sprovADR,eqADR,piADR,mixpADR,ppADR,tiADR,adrtADR,tpADR,adrtpADR,tankvADR,tcatADR,pprovADR,bprovADR,lprovADR,oprovADR,hinADR
161,,"POWDER, SMOKELESS",,1.3C,1,1,,0,,E0,P114(b),MP20 MP24,PP50 PP52,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
167,,PROJECTILES,with bursting charge,1.1F,1,1,,0,,E0,P130 LP101,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
168,,PROJECTILES,with bursting charge,1.1D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
169,,PROJECTILES,with bursting charge,1.2D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
171,,"AMMUNITION, ILLUMINATING","with or without burster, expelling charge or propelling charge",1.2G,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
173,,"RELEASE DEVICES, EXPLOSIVE",,1.4S,1,1.4,,0,,E0,P134 LP102,MP23,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
174,,"RIVETS, EXPLOSIVE",,1.4S,1,1.4,,0,,E0,P134 LP102,MP23,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
180,,ROCKETS,with bursting charge,1.1F,1,1,,0,,E0,P130 LP101,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
181,,ROCKETS,with bursting charge,1.1E,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
182,,ROCKETS,with bursting charge,1.2E,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
183,,ROCKETS,with inert head,1.3C,1,1,,0,,E0,P130 LP101,MP22,PP67 L1,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
186,,ROCKET MOTORS,,1.3C,1,1,,0,,E0,P130 LP101,MP22 MP24,PP67 L1,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
190,a,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,b,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,c,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,d,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,e,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,f,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,g,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,h,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,i,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,j,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,k,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,l,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,m,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,n,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,o,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,p,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,q,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,r,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,s,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,t,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,u,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,v,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,w,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,x,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,y,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,za,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zb,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zc,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zd,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,ze,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zf,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zg,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zh,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zi,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
190,zj,"SAMPLES, EXPLOSIVE",other than initiating explosive,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
191,,"SIGNAL DEVICES, HAND",,1.4G,1,1.4,,0,,E0,P135,MP23 MP24,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
192,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",,1.1G,1,1,,0,,E0,P135,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
193,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",,1.4S,1,1.4,,0,,E0,P135,MP23,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
194,,"SIGNALS, DISTRESS",ship,1.1G,1,1,,0,,E0,P135,MP23 MP24,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
195,,"SIGNALS, DISTRESS",ship,1.3G,1,1,,0,,E0,P135,MP23 MP24,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
196,,"SIGNALS, SMOKE",,1.1G,1,1,,0,,E0,P135,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
197,,"SIGNALS, SMOKE",,1.4G,1,1.4,,0,,E0,P135,MP23 MP24,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
204,,"SOUNDING DEVICES, EXPLOSIVE",,1.2F,1,1,,0,,E0,P134 LP102,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
207,a,TETRANITROANILINE,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
207,b,TETRANITROANILINE,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
208,a,TRINITROPHENYLMETHYLNITRAMINE,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
208,b,TRINITROPHENYLMETHYLNITRAMINE,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
208,c,TETRYL,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
208,d,TETRYL,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
209,a,,,,,,,,,,,,,,(only listed with P112(b) or (c)),,,,,,,,,
209,b,TRINITROTOLUENE,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
209,c,TRINITROTOLUENE,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
209,d,,,,,,,,,,,,,,(only listed with P112(b) or (c)),,,,,,,,,
209,e,TNT,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
209,f,TNT,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
212,,TRACERS FOR AMMUNITION,,1.3G,1,1,,0,,E0,P133,MP23,PP69,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
213,a,TRINITROANISOLE,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
213,b,TRINITROANISOLE,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
214,a,TRINITROBENZENE,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
214,b,TRINITROBENZENE,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
214,c,TRINITROBENZENE,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
215,a,TRINITROBENZOIC ACID,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
215,b,TRINITROBENZOIC ACID,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
215,c,TRINITROBENZOIC ACID,"dry or wetted with less than 30% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
216,a,TRINITRO-m-CRESOL,,1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
216,b,TRINITRO-m-CRESOL,,1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
217,a,TRINITRONAPHTHALENE,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
217,b,TRINITRONAPHTHALENE,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
218,a,TRINITROPHENETOLE,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
218,b,TRINITROPHENETOLE,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
219,a,TRINITRORESORCINOL,"dry or wetted with less than 20% water, or mixture of alcohol and water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
219,b,TRINITRORESORCINOL,"dry or wetted with less than 20% water, or mixture of alcohol and water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
219,c,TRINITRORESORCINOL,"dry or wetted with less than 20% water, or mixture of alcohol and water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
219,d,STYPHNIC ACID,"dry or wetted with less than 20% water, or mixture of alcohol and water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
219,e,STYPHNIC ACID,"dry or wetted with less than 20% water, or mixture of alcohol and water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
219,f,STYPHNIC ACID,"dry or wetted with less than 20% water, or mixture of alcohol and water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
220,a,UREA NITRATE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
220,b,UREA NITRATE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
220,c,UREA NITRATE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
221,,"WARHEADS, TORPEDO",with bursting charge,1.1D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
222,a,AMMONIUM NITRATE,,1.1D,1,1,,0,370,E0,P112(b),MP20,PP47 B3 B17,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
222,b,AMMONIUM NITRATE,,1.1D,1,1,,0,370,E0,P112(c),MP20,PP47 B3 B17,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
224,,BARIUM AZIDE,"dry or wetted with less than 50% water, by mass",1.1A,1,1+6.1,,0,,E0,P110(b),MP20,PP42,,,,,,0 (B),V2 V3,,CV1 CV2 CV3 CV28,S1,
225,,BOOSTERS WITH DETONATOR,,1.1B,1,1,,0,,E0,P133,MP23,PP69,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
226,a,"CYCLOTETRAMETHYLENETETRANITRAMINE, WETTED","with not less than 15% water, by mass",1.1D,1,1,,0,266,E0,P112(a),MP20,PP45,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
226,b,"HMX, WETTED","with not less than 15% water, by mass",1.1D,1,1,,0,266,E0,P112(a),MP20,PP45,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
226,c,"OCTOGEN, WETTED","with not less than 15% water, by mass",1.1D,1,1,,0,266,E0,P112(a),MP20,PP45,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
234,a,SODIUM DINITRO-o-CRESOLATE,"dry or wetted with less than 15% water, by mass",1.3C,1,1,,0,,E0,P114(a),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
234,b,SODIUM DINITRO-o-CRESOLATE,"dry or wetted with less than 15% water, by mass",1.3C,1,1,,0,,E0,P114(b),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
235,a,SODIUM PICRAMATE,"dry or wetted with less than 20% water, by mass",1.3C,1,1,,0,,E0,P114(a),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
235,b,SODIUM PICRAMATE,"dry or wetted with less than 20% water, by mass",1.3C,1,1,,0,,E0,P114(b),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
236,a,ZIRCONIUM PICRAMATE,"dry or wetted with less than 20% water, by mass",1.3C,1,1,,0,,E0,P114(a),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
236,b,ZIRCONIUM PICRAMATE,"dry or wetted with less than 20% water, by mass",1.3C,1,1,,0,,E0,P114(b),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
237,,"CHARGES, SHAPED, FLEXIBLE, LINEAR",,1.4D,1,1.4,,0,,E0,P138,MP21,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
238,,"ROCKETS, LINE-THROWING",,1.2G,1,1,,0,,E0,P130 LP101,MP23 MP24,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
240,,"ROCKETS, LINE-THROWING",,1.3G,1,1,,0,,E0,P130 LP101,MP23 MP24,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
241,a,"EXPLOSIVE, BLASTING, TYPE E",,1.1D,1,1,,0,617,E0,P116 IBC100,MP20,PP61 PP62 B10,,,,,,1 (a)(B1000C),V2 V12,,CV1 CV2 CV3,S1,
241,b,"EXPLOSIVE, BLASTING, TYPE E",,1.1D,1,1,,0,617,E0,P116 IBC100,MP20,PP61 PP62 B10,,,,,,1 (a)(B1000C),V2 V12,,CV1 CV2 CV3,S1,
242,,"CHARGES, PROPELLING, FOR CANNON",,1.3C,1,1,,0,,E0,P130 LP101,MP22,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
243,,"AMMUNITION, INCENDIARY, WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",1.2H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
244,,"AMMUNITION, INCENDIARY, WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",1.3H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (C),V2,,CV1 CV2 CV3,S1,
245,,"AMMUNITION, SMOKE, WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",1.2H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
246,,"AMMUNITION, SMOKE, WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",1.3H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (C),V2,,CV1 CV2 CV3,S1,
247,,"AMMUNITION, INCENDIARY","liquid or gel, with burster, expelling charge or propelling charge",1.3J,1,1,,0,,E0,P101,MP23,,,,,,,1 (C),V2,,CV1 CV2 CV3,S1,
248,,"CONTRIVANCES, WATER-ACTIVATED","with burster, expelling charge or propelling charge",1.2L,1,1,,0,274,E0,P144,MP1,PP77,,,,,,0 (B),V2,,CV1 CV2 CV3 CV4,S1,
249,,"CONTRIVANCES, WATER-ACTIVATED","with burster, expelling charge or propelling charge",1.3L,1,1,,0,274,E0,P144,MP1,PP77,,,,,,0 (B),V2,,CV1 CV2 CV3 CV4,S1,
250,,ROCKET MOTORS WITH HYPERGOLIC LIQUIDS,with or without expelling charge,1.3L,1,1,,0,,E0,P101,MP1,,,,,,,0 (B),V2,,CV1 CV2 CV3 CV4,S1,
254,,"AMMUNITION, ILLUMINATING","with or without burster, expelling charge or propelling charge",1.3G,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
255,,"DETONATORS, ELECTRIC",for blasting,1.4B,1,1.4,,0,,E0,P131,MP23,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
257,,"FUZES, DETONATING",,1.4B,1,1.4,,0,,E0,P141,MP23,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
266,a,OCTOLITE,"dry or wetted with less than 15% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
266,b,OCTOLITE,"dry or wetted with less than 15% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
266,c,OCTOLITE,"dry or wetted with less than 15% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
266,d,OCTOL,"dry or wetted with less than 15% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
266,e,OCTOL,"dry or wetted with less than 15% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
266,f,OCTOL,"dry or wetted with less than 15% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
267,,"DETONATORS, NON-ELECTRIC",for blasting,1.4B,1,1.4,,0,,E0,P131,MP23,PP68,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
268,,BOOSTERS WITH DETONATOR,,1.2B,1,1,,0,,E0,P133,MP23,PP69,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
271,,"CHARGES, PROPELLING",,1.1C,1,1,,0,,E0,P143,MP22,PP76,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
272,,"CHARGES, PROPELLING",,1.3C,1,1,,0,,E0,P143,MP22,PP76,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
275,,"CARTRIDGES, POWER DEVICE",,1.3C,1,1,,0,,E0,P134 LP102,MP22,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
276,,"CARTRIDGES, POWER DEVICE",,1.4C,1,1.4,,0,,E0,P134 LP102,MP22,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
277,,"CARTRIDGES, OIL WELL",,1.3C,1,1,,0,,E0,P134 LP102,MP22,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
278,,"CARTRIDGES, OIL WELL",,1.4C,1,1.4,,0,,E0,P134 LP102,MP22,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
279,,"CHARGES, PROPELLING, FOR CANNON",,1.1C,1,1,,0,,E0,P130 LP101,MP22,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
280,,ROCKET MOTORS,,1.1C,1,1,,0,,E0,P130 LP101,MP22,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
281,,ROCKET MOTORS,,1.2C,1,1,,0,,E0,P130 LP101,MP22,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
282,a,NITROGUANIDINE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
282,b,NITROGUANIDINE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
282,c,NITROGUANIDINE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
282,d,PICRITE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
282,e,PICRITE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
282,f,PICRITE,"dry or wetted with less than 20% water, by mass",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
283,a,BOOSTERS,without detonator,1.2D,1,1,,0,,E0,P132(a),MP21,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
283,b,BOOSTERS,without detonator,1.2D,1,1,,0,,E0,P132(b),MP21,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
284,,GRENADES,"hand or rifle, with bursting charge",1.1D,1,1,,0,,E0,P141,MP21,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
285,,GRENADES,"hand or rifle, with bursting charge",1.2D,1,1,,0,,E0,P141,MP21,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
286,,"WARHEADS, ROCKET",with bursting charge,1.1D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
287,,"WARHEADS, ROCKET",with bursting charge,1.2D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
288,,"CHARGES, SHAPED, FLEXIBLE, LINEAR",,1.1D,1,1,,0,,E0,P138,MP21,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
289,,"CORD, DETONATING",flexible,1.4D,1,1.4,,0,,E0,P139,MP21,PP71 PP72,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
290,a,"CORD, DETONATING",metal clad,1.1D,1,1,,0,,E0,P139,MP21,PP71,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
290,b,"FUSE, DETONATING",metal clad,1.1D,1,1,,0,,E0,P139,MP21,PP71,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
291,,BOMBS,with bursting charge,1.2F,1,1,,0,,E0,P130 LP101,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
