unid,var,nameJTT_EN,qdtJTT_EN,nameJTT_ZH,qdtJTT_ZH,ccodeJTT,classJTT,labelJTT,pgJTT,lqJTT,sprovJTT,eqJTT,piJTT,mixpJTT,ppJTT,tiJTT,adrtJTT,tpJTT,adrtpJTT,tankvJTT,tcatJTT,pprovJTT,bprovJTT,lprovJTT,oprovJTT,hintJTT
0150,d,"PENTAERYTHRITE TETRANITRATE, DESENSITIZED","with not less than 15% phlegmatizer, by mass","季戊四醇四硝酸酯,退敏的",按质量含减敏剂不少于15%,1.1D,1,1,,0,266,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0150,e,"PENTAERYTHRITOL TETRANITRATE, DESENSITIZED","with not less than 15% phlegmatizer, by mass","泰安炸药,季戊炸药,PETN),退敏的",按质量含减敏剂不少于15%,1.1D,1,1,,0,266,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0150,f,"PETN, DESENSITIZED","with not less than 15% phlegmatizer, by mass","PETN,退敏的",按质量含减敏剂不少于15%,1.1D,1,1,,0,266,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0151,a,PENTOLITE,"dry or wetted with less than 15% water, by mass",太梯(喷妥)炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0151,b,PENTOLITE,"dry or wetted with less than 15% water, by mass",太梯(喷妥)炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0151,c,PENTOLITE,"dry or wetted with less than 15% water, by mass",太梯(喷妥)炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0153,a,TRINITROANILINE,,三硝基苯胺,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0153,b,TRINITROANILINE,,三硝基苯胺,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0153,c,PICRAMIDE,,三硝基苯胺,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0153,d,PICRAMIDE,,三硝基苯胺,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0154,a,TRINITROPHENOL,"dry or wetted with less than 30% water,by mass",三硝基苯酚,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(a),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0154,b,TRINITROPHENOL,"dry or wetted with less than 30% water,by mass",三硝基苯酚,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0154,c,TRINITROPHENOL,"dry or wetted with less than 30% water,by mass",三硝基苯酚,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0154,d,PICRIC ACID,"dry or wetted with less than 30% water,by mass",苦味酸,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(a),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0154,e,PICRIC ACID,"dry or wetted with less than 30% water,by mass",苦味酸,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0154,f,PICRIC ACID,"dry or wetted with less than 30% water,by mass",苦味酸,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0155,a,TRINITROCHLOROBENZENE,,三硝基氯苯,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0155,b,TRINITROCHLOROBENZENE,,三硝基氯苯,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0155,c,PICRYL CHLORIDE,,苦基氯,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0155,d,PICRYL CHLORIDE,,苦基氯,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0159,a,"POWDER CAKE, WETTED","with not less than 25% water, by mass","块状火药,湿的",按质量含水不少于25%,1.3C,1,1,,0,266,E0,P111,MP20,PP43,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0159,b,"POWDER PASTE, WETTED","with not less than 25% water, by mass","糊状火药,湿的",按质量含水不少于25%,1.3C,1,1,,0,266,E0,P111,MP20,PP43,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0160,,"POWDER, SMOKELESS",,"火药,无烟的(无烟火药)",,1.1C,1,1,,0,,E0,P114(b),MP20 MP24,PP50 PP52,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0161,,"POWDER, SMOKELESS",,"火药,无烟的(无烟火药)",,1.3C,1,1,,0,,E0,P114(b),MP20 MP24,PP50 PP52,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0167,,PROJECTILES,with bursting charge,射弹,带有爆炸装药,1.1F,1,1,,0,,E0,P130,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0168,,PROJECTILES,with bursting charge,射弹,带有爆炸装药,1.1D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0169,,PROJECTILES,with bursting charge,射弹,带有爆炸装药,1.2D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0171,,"AMMUNITION, ILLUMINATING","with or without burster,expelling charge or propelling charge",照明弹药,带或不带起爆装置、发射剂或推进剂,1.2G,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0173,,"RELEASE DEVICES, EXPLOSIVE",,爆炸式脱离装置,,1.4S,1,1.4,,0,,E0,P134 LP102,MP23,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
0174,,"RIVETS, EXPLOSIVE",,爆炸式铆钉,,1.4S,1,1.4,,0,,E0,P134 LP102,MP23,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
0180,,ROCKETS,with bursting charge,火箭,带有爆炸装药,1.1F,1,1,,0,,E0,P130,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0181,,ROCKETS,with bursting charge,火箭,带有爆炸装药,1.1E,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0182,,ROCKETS,with bursting charge,火箭,带有爆炸装药,1.2E,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0183,,ROCKETS,with inert head,火箭,带惰性弹头,1.3C,1,1,,0,,E0,P130 LP101,MP22,PP67 L1,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0186,,ROCKET MOTORS,,火箭发动机,,1.3C,1,1,,0,,E0,P130 LP101,MP22 MP24,PP67 L1,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0190,,"SAMPLES, EXPLOSIVE",other than initiating explosive,爆炸性物质样品,起爆药除外,,1,,,0,16 274,E0,P101,MP2,,,,,,,0 (E),V2,,CV1 CV2 CV3,S1,
0191,,"SIGNAL DEVICES, HAND",,"信号装置,手持的",,1.4G,1,1.4,,0,,E0,P135,MP23 MP24,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0192,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",,"信号器,铁路轨道用,爆炸性的",,1.1G,1,1,,0,,E0,P135,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0193,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",,"信号器,铁路轨道用,爆炸性的",,1.4S,1,1.4,,0,,E0,P135,MP23,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
0194,,"SIGNALS, DISTRESS",ship,"信号器,遇险呼救用",船舶的,1.1G,1,1,,0,,E0,P135,MP23 MP24,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0195,,"SIGNALS, DISTRESS",ship,"信号器,遇险呼救用",船舶的,1.3G,1,1,,0,,E0,P135,MP23 MP24,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0196,,"SIGNALS, SMOKE",,"信号器,发烟的",,1.1G,1,1,,0,,E0,P135,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0197,,"SIGNALS, SMOKE",,"信号器,发烟的",,1.4G,1,1.4,,0,,E0,P135,MP23 MP24,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0204,,"SOUNDING DEVICES, EXPLOSIVE",,"声测装置,爆炸性的",,1.2F,1,1,,0,,E0,P134 LP102,MP23,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0207,a,TETRANITROANILINE,,四硝基苯胺,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0207,b,TETRANITROANILINE,,四硝基苯胺,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0208,a,TRINITROPHENYLMETHYLN ITRAMINE,,三硝基苯基甲硝胺,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0208,b,TRINITROPHENYLMETHYLN ITRAMINE,,三硝基苯基甲硝胺,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0208,c,TETRYL,,特屈儿炸药,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0208,d,TETRYL,,特屈儿炸药,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0209,a,TRINITROTOLUENE,"dry or wetted with less than 30% water,by mass",三硝基甲苯 (TNT),"干的或湿的,按质量含水低于30%",1.1D,1,1,,0,,E0,P112(b),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0209,b,TRINITROTOLUENE,"dry or wetted with less than 30% water,by mass",三硝基甲苯 (TNT),"干的或湿的,按质量含水低于30%",1.1D,1,1,,0,,E0,P112(c),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0209,c,TNT,"dry or wetted with less than 30% water,by mass",三硝基甲苯 (TNT),"干的或湿的,按质量含水低于30%",1.1D,1,1,,0,,E0,P112(b),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0209,d,TNT,"dry or wetted with less than 30% water,by mass",三硝基甲苯 (TNT),"干的或湿的,按质量含水低于30%",1.1D,1,1,,0,,E0,P112(c),MP20,PP46,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0212,,TRACERS FOR AMMUNITION,,弹药曳光剂,,1.3G,1,1,,0,,E0,P133,MP23,PP69,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0213,a,TRINITROANISOLE,,三硝基苯甲醚,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0213,b,TRINITROANISOLE,,三硝基苯甲醚,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0214,a,TRINITROBENZENE,"dry or wetted with less than 30% water, by mass",三硝基苯,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0214,b,TRINITROBENZENE,"dry or wetted with less than 30% water, by mass",三硝基苯,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0214,c,TRINITROBENZENE,"dry or wetted with less than 30% water, by mass",三硝基苯,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0215,a,TRINITROBENZOIC ACID,"dry or wetted with less than 30% water, by mass",三硝基苯甲酸,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0215,b,TRINITROBENZOIC ACID,"dry or wetted with less than 30% water, by mass",三硝基苯甲酸,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0215,c,TRINITROBENZOIC ACID,"dry or wetted with less than 30% water, by mass",三硝基苯甲酸,"干的或湿的,按质量含水少于30%",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0216,a,TRINITRO-m-CRESOL,,三硝基间甲苯酚,,1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0216,b,TRINITRO-m-CRESOL,,三硝基间甲苯酚,,1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0217,a,TRINITRONAPHTHALENE,,三硝基萘,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0217,b,TRINITRONAPHTHALENE,,三硝基萘,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0218,a,TRINITROPHENETOLE,,三硝基苯乙醚,,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0218,b,TRINITROPHENETOLE,,三硝基苯乙醚,,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0219,a,TRINITRORESORCINOL,"dry or wetted with less than 20% water, or mixture of alcohol and water,by mass",三硝基间苯二酚,"干的或湿的,按质量含水或水和酒精的混合物少于20%",1.1D,1,1,,0,,E0,P112(a),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0219,b,TRINITRORESORCINOL,"dry or wetted with less than 20% water, or mixture of alcohol and water,by mass",三硝基间苯二酚,"干的或湿的,按质量含水或水和酒精的混合物少于20%",1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0219,c,TRINITRORESORCINOL,"dry or wetted with less than 20% water, or mixture of alcohol and water,by mass",三硝基间苯二酚,"干的或湿的,按质量含水或水和酒精的混合物少于20%",1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0219,d,STYPHNIC ACID,"dry or wetted with less than 20% water, or mixture of alcohol and water,by mass",收敛酸,"干的或湿的,按质量含水或水和酒精的混合物少于20%",1.1D,1,1,,0,,E0,P112(a),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0219,e,STYPHNIC ACID,"dry or wetted with less than 20% water, or mixture of alcohol and water,by mass",收敛酸,"干的或湿的,按质量含水或水和酒精的混合物少于20%",1.1D,1,1,,0,,E0,P112(b),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0219,f,STYPHNIC ACID,"dry or wetted with less than 20% water, or mixture of alcohol and water,by mass",收敛酸,"干的或湿的,按质量含水或水和酒精的混合物少于20%",1.1D,1,1,,0,,E0,P112(c),MP20,PP26,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0220,a,UREA NITRATE,"dry or wetted with less than 20% water, by mass","硝酸脲,干的或湿的",按质量含水少于20%,1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0220,b,UREA NITRATE,"dry or wetted with less than 20% water, by mass","硝酸脲,干的或湿的",按质量含水少于20%,1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0220,c,UREA NITRATE,"dry or wetted with less than 20% water, by mass","硝酸脲,干的或湿的",按质量含水少于20%,1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0221,,"WARHEADS, TORPEDO",with bursting charge,鱼雷弹头,带有爆炸装药,1.1D,1,1,,0,,E0,P130 LP101,MP21,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0222,a,AMMONIUM NITRATE,,硝酸铵,,1.1D,1,1,,0,370,E0,P112(b),MP20,PP47 B3B17,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0222,b,AMMONIUM NITRATE,,硝酸铵,,1.1D,1,1,,0,370,E0,P112(c),MP20,PP47 B3B17,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0224,,BARIUM AZIDE,"dry or wetted with less than 50% water, by mass",叠氮化钡,"干的或湿的,按质量含水少于50%",1.1A,1,1+6.1,,0,,E0,P110(b),MP20,PP42,,,,,,0 (B),V2 V3,,CV1 CV2 CV3 CV28,S1,
0225,,BOOSTERS WITH DETONATOR,,"助爆管,带雷管",,1.1B,1,1,,0,,E0,P133,MP23,PP69,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0226,a,"CYCLOTETRAMETHYLENETETRANITRAMINE, WETTED","with not less than 15% water, by mass","环四亚甲基四硝胺 ,湿的",按质量含水不少于15%,1.1D,1,1,,0,266,E0,P112(a),MP20,PP45,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0226,b,"HMX, WETTED","with not less than 15% water, by mass","HMX,湿的",按质量含水不少于15%,1.1D,1,1,,0,266,E0,P112(a),MP20,PP45,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0226,c,"OCTOGEN,WETTED","with not less than 15% water, by mass","奥克托金炸药,湿的",按质量含水不少于15%,1.1D,1,1,,0,266,E0,P112(a),MP20,PP45,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0234,a,SODIUM DINITRO-o-CRESOLATE,"dry or wetted with less than 15% water, by mass",二硝基邻甲酚钠,"干的或湿的,按质量含水少于15%",1.3C,1,1,,0,,E0,P114(a),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0234,b,SODIUM DINITRO-o-CRESOLATE,"dry or wetted with less than 15% water, by mass",二硝基邻甲酚钠,"干的或湿的,按质量含水少于15%",1.3C,1,1,,0,,E0,P114(b),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0235,a,SODIUMPICRAMATE,"dry or wetted with less than 20% water, by mass",苦氨酸钠,"干的或湿的,按质量含水少于20%",1.3C,1,1,,0,,E0,P114(a),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0235,b,SODIUMPICRAMATE,"dry or wetted with less than 20% water, by mass",苦氨酸钠,"干的或湿的,按质量含水少于20%",1.3C,1,1,,0,,E0,P114(b),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0236,a,ZIRCONIUMPICRAMATE,"dry or wetted with less than 20% water, by mass",苦氨酸锆,"干的或湿的,按质量含水少于20%",1.3C,1,1,,0,,E0,P114(a),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0236,b,ZIRCONIUMPICRAMATE,"dry or wetted with less than 20% water, by mass",苦氨酸锆,"干的或湿的,按质量含水少于20%",1.3C,1,1,,0,,E0,P114(b),MP20,PP26,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0237,,"CHARGES, SHAPED, FLEXIBLE, LINEAR",,"聚能装药,柔性,线形",,1.4D,1,1.4,,0,,E0,P138,MP21,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0238,,"ROCKETS, LINETHROWING",,"火箭,抛绳用",,1.2G,1,1,,0,,E0,P130,MP23 MP24,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0240,,"ROCKETS, LINETHROWING",,"火箭,抛绳用",,1.3G,1,1,,0,,E0,P130,MP23 MP24,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0241,,"EXPLOSIVE, BLASTING, TYPE E",,"爆破炸药,E型",,1.1D,1,1,,0,617,E0,P116 IBC100,MP20,PP61 PP62 B10,,,,,,1 (B1000C),V2 V12,,CV1 CV2 CV3,S1,
0242,,"CHARGES, PROPELLING, FOR CANNON",,火炮发射药,,1.3C,1,1,,0,,E0,P130,MP22,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0243,,"AMMUNITION, INCENDIARY, WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",白磷燃烧弹药,带起爆装置、发射剂或推进剂,1.2H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0244,,"AMMUNITION, INCENDIARY, WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",白磷燃烧弹药,带起爆装置、发射剂或推进剂,1.3H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (C),V2,,CV1 CV2 CV3,S1,
0245,,"AMMUNITION, SMOKE,WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",白磷发烟弹药(白磷烟幕弹),带起爆装置、发射剂或推进剂,1.2H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0246,,"AMMUNITION, SMOKE,WHITE PHOSPHORUS","with burster, expelling charge or propelling charge",白磷发烟弹药(白磷烟幕弹),带起爆装置、发射剂或推进剂,1.3H,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (C),V2,,CV1 CV2 CV3,S1,
0247,,"AMMUNITION, INCENDIARY","liquid or gel, with burster, expelling charge or propelling charge",燃烧弹药,"液态或胶质,带起爆装置、发射剂或推进剂",1.3J,1,1,,0,,E0,P101,MP23,,,,,,,1 (C),V2,,CV1 CV2 CV3,S1,
0248,,"CONTRIVANCES, WATER ACTIVATED","with burster,expelling charge or propelling charge",水激活装置,带起爆装置、发射剂或推进剂,1.2L,1,1,,0,274,E0,P144,MP1,PP77,,,,,,0 (B),V2,,CV1 CV2 CV3 CV4,S1,
0249,,"CONTRIVANCE S,WATER ACTIVATED","with burster, expelling charge or propelling charge",水激活装置,带起爆装置、发射剂或推进剂,1.3L,1,1,,0,274,E0,P144,MP1,PP77,,,,,,0 (B),V2,,CV1 CV2 CV3 CV4,S1,
0250,,ROCKET MOTORS WITH HYPERGOLIC LIQUIDS,with or without expelling charge,"火箭发动机,带有双组分液体燃料",带或不带发射剂,1.3L,1,1,,0,,E0,P101,MP1,,,,,,,0 (B),V2,,CV1 CV2 CV3 CV4,S1,
0254,,"AMMUNITION, ILLUMINATING","with or without burster, expelling charge or propelling charge",照明弹药,带或不带起爆装置、发射剂或推进剂,1.3G,1,1,,0,,E0,P130 LP101,MP23,PP67 L1,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0255,,"DETONATORS, ELECTRIC",for blasting,电引爆雷管,爆破用,1.4B,1,1.4,,0,,E0,P131,MP23,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0257,,"FUZES, DETONATING",,起爆引信,,1.4B,1,1.4,,0,,E0,P141,MP23,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0266,a,OCTOLITE,"dry or wetted with less than 15% water,by mass",奥克托利特炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0266,b,OCTOLITE,"dry or wetted with less than 15% water,by mass",奥克托利特炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0266,c,OCTOLITE,"dry or wetted with less than 15% water,by mass",奥克托利特炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0266,d,OCTOL,"dry or wetted with less than 15% water,by mass",奥可托尔炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(a),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0266,e,OCTOL,"dry or wetted with less than 15% water,by mass",奥可托尔炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(b),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0266,f,OCTOL,"dry or wetted with less than 15% water,by mass",奥可托尔炸药,"干的或湿的,按质量含水少于15%",1.1D,1,1,,0,,E0,P112(c),MP20,,,,,,,1 (B1000C),V2 V3,,CV1 CV2 CV3,S1,
0267,,"DETONATORS, NONELECTRIC",for blasting,非电引爆雷管,爆破用,1.4B,1,1.4,,0,,E0,P131,MP23,PP68,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0268,,BOOSTERS WITH DETONATOR,,"助爆管,带雷管",,1.2B,1,1,,0,,E0,P133,MP23,PP69,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0271,,"CHARGES, PROPELLING",,推进剂,,1.1C,1,1,,0,,E0,P143,MP22,PP76,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
0272,,"CHARGES, PROPELLING",,推进剂,,1.3C,1,1,,0,,E0,P143,MP22,PP76,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0275,,"CARTRIDGES, POWER DEVICE",,"弹药筒,动力装置用",,1.3C,1,1,,0,,E0,P134 LP102,MP22,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0276,,"CARTRIDGES, POWER DEVICE",,"弹药筒,动力装置用",,1.4C,1,1.4,,0,,E0,P134 LP102,MP22,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0277,,"CARTRIDGES, OIL WELL",,"弹药筒,油井用",,1.3C,1,1,,0,,E0,P134 LP102,MP22,,,,,,,1 (C5000D),V2,,CV1 CV2 CV3,S1,
0278,,"CARTRIDGES, OIL WELL",,"弹药筒,油井用",,1.4C,1,1.4,,0,,E0,P134 LP102,MP22,,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
0279,,"CHARGES, PROPELLING, FOR CANNON",,火炮发射药,,1.1C,1,1,,0,,E0,P130,MP22,,,,,,,1 (B1000C),V2,,CV1 CV2 CV3,S1,
